OrderID,CustomerID,TransactionDate,Age,Gender,Region,ProductCategory,Quantity,UnitPrice,TotalSales,Segment
94478,203,2026-01-02 02:00:00,63,Male,South,Home,3,465.78,1397.34,Casual Buyers
28431,138,2026-01-02 03:00:00,36,Female,East,Electronics,3,268.52,805.56,Casual Buyers
12747,233,2026-01-02 04:00:00,21,Male,North,Home,4,136.86,547.44,Loyal High-Spenders
69150,166,2026-01-02 05:00:00,43,Female,West,Beauty,3,35.89,107.67,At-Risk Customers
75725,234,2026-01-02 06:00:00,55,Female,East,Beauty,2,365.78,731.56,At-Risk Customers
94654,141,2026-01-02 07:00:00,59,Male,West,Clothing,2,69.44,138.88,Loyal High-Spenders
45773,114,2026-01-02 08:00:00,49,Male,East,Clothing,3,158.36,475.08000000000004,Casual Buyers
77435,210,2026-01-02 09:00:00,56,Male,South,Electronics,3,270.91,812.73,Loyal High-Spenders
66886,132,2026-01-02 10:00:00,62,Male,North,Home,2,286.56,573.12,Casual Buyers
76803,137,2026-01-02 11:00:00,63,Male,East,Beauty,3,304.29,912.8700000000001,Loyal High-Spenders
41551,196,2026-01-02 12:00:00,53,Female,South,Clothing,3,91.47,274.40999999999997,Loyal High-Spenders
21394,132,2026-01-02 13:00:00,57,Male,North,Electronics,4,196.07,784.28,Casual Buyers
79092,185,2026-01-02 14:00:00,54,Male,North,Beauty,1,312.43,312.43,Loyal High-Spenders
13890,165,2026-01-02 15:00:00,50,Female,East,Clothing,2,485.21,970.42,Loyal High-Spenders
51606,109,2026-01-02 16:00:00,53,Male,North,Beauty,4,366.54,1466.16,Loyal High-Spenders
90038,104,2026-01-02 17:00:00,20,Female,East,Electronics,1,462.08,462.08,Casual Buyers
97313,222,2026-01-02 18:00:00,26,Female,North,Electronics,3,383.48,1150.44,Casual Buyers
20627,173,2026-01-02 19:00:00,25,Female,West,Beauty,3,299.94,899.8199999999999,Casual Buyers
18792,196,2026-01-02 20:00:00,50,Female,South,Home,4,104.09,416.36,Loyal High-Spenders
83969,217,2026-01-02 21:00:00,23,Female,West,Beauty,3,336.68,1010.04,Casual Buyers
53001,137,2026-01-02 22:00:00,58,Male,East,Clothing,5,315.46,1577.3,Loyal High-Spenders
86552,240,2026-01-02 23:00:00,56,Male,West,Home,4,305.21,1220.84,Casual Buyers
33897,146,2026-01-03 00:00:00,21,Male,East,Clothing,1,250.0,250.0,Casual Buyers
78148,208,2026-01-03 01:00:00,30,Female,North,Beauty,4,269.04,1076.16,Loyal High-Spenders
33483,114,2026-01-03 02:00:00,66,Male,North,Home,2,173.88,347.76,Casual Buyers
58555,235,2026-01-03 03:00:00,19,Female,East,Clothing,4,264.46,1057.84,Loyal High-Spenders
27159,104,2026-01-03 04:00:00,22,Non-binary,West,Beauty,3,106.8,320.4,Casual Buyers
90077,146,2026-01-03 05:00:00,61,Female,North,Beauty,3,404.54,1213.6200000000001,Casual Buyers
45920,167,2026-01-03 06:00:00,44,Female,South,Home,5,101.03,505.15,Loyal High-Spenders
77121,175,2026-01-03 07:00:00,49,Male,North,Beauty,5,51.63,258.15000000000003,Loyal High-Spenders
79479,229,2026-01-03 08:00:00,38,Female,South,Electronics,5,223.76,1118.8,Loyal High-Spenders
99475,194,2026-01-03 09:00:00,25,Female,West,Clothing,1,332.57,332.57,Loyal High-Spenders
29457,214,2026-01-03 10:00:00,55,Male,South,Clothing,5,224.48,1122.3999999999999,Loyal High-Spenders
76557,135,2026-01-03 11:00:00,25,Male,South,Beauty,1,145.61,145.61,Loyal High-Spenders
87189,125,2026-01-03 12:00:00,67,Female,South,Beauty,5,283.5,1417.5,Casual Buyers
88953,142,2026-01-03 13:00:00,20,Female,South,Electronics,1,180.03,180.03,Loyal High-Spenders
62995,126,2026-01-03 14:00:00,61,Female,North,Home,4,467.11,1868.44,Loyal High-Spenders
50757,168,2026-01-03 15:00:00,20,Female,South,Beauty,4,462.1,1848.4,Loyal High-Spenders
19692,247,2026-01-03 16:00:00,39,Female,North,Beauty,3,256.16,768.48,Loyal High-Spenders
55758,110,2026-01-03 17:00:00,23,Female,South,Beauty,1,170.66,170.66,Casual Buyers
82409,173,2026-01-03 18:00:00,19,Male,East,Beauty,2,371.19,742.38,Casual Buyers
81211,203,2026-01-03 19:00:00,40,Male,West,Clothing,3,27.99,83.97,Casual Buyers
75697,137,2026-01-03 20:00:00,61,Male,South,Beauty,4,242.64,970.56,Loyal High-Spenders
47065,233,2026-01-03 21:00:00,19,Female,East,Clothing,1,174.8,174.8,Loyal High-Spenders
42606,122,2026-01-03 22:00:00,55,Female,South,Beauty,5,461.06,2305.3,Loyal High-Spenders
21534,146,2026-01-03 23:00:00,34,Female,South,Home,2,15.88,31.76,Casual Buyers
50397,189,2026-01-04 00:00:00,52,Male,South,Electronics,4,280.88,1123.52,Loyal High-Spenders
11016,145,2026-01-04 01:00:00,51,Female,East,Home,3,372.93,1118.79,Casual Buyers
99789,206,2026-01-04 02:00:00,40,Female,West,Beauty,1,247.66,247.66,Loyal High-Spenders
65591,239,2026-01-04 03:00:00,47,Female,East,Beauty,2,51.85,103.7,At-Risk Customers
99812,240,2026-01-04 04:00:00,69,Female,West,Beauty,1,486.51,486.51,Casual Buyers
33247,203,2026-01-04 05:00:00,25,Male,South,Home,5,263.83,1319.1499999999999,Casual Buyers
34300,210,2026-01-04 06:00:00,39,Female,North,Beauty,3,310.95,932.8499999999999,Loyal High-Spenders
84065,203,2026-01-04 07:00:00,61,Male,South,Home,1,125.94,125.94,Casual Buyers
92798,159,2026-01-04 08:00:00,53,Male,West,Clothing,4,246.91,987.64,Casual Buyers
19268,199,2026-01-04 09:00:00,22,Female,East,Electronics,3,220.28,660.84,Loyal High-Spenders
96807,167,2026-01-04 10:00:00,30,Female,South,Electronics,4,46.7,186.8,Loyal High-Spenders
22185,232,2026-01-04 11:00:00,46,Female,East,Home,1,62.02,62.02,Loyal High-Spenders
73704,219,2026-01-04 12:00:00,48,Female,East,Clothing,3,420.36,1261.08,Casual Buyers
96779,136,2026-01-04 13:00:00,64,Female,East,Home,4,127.51,510.04,Casual Buyers
49099,171,2026-01-04 14:00:00,33,Female,South,Clothing,5,105.53,527.65,Casual Buyers
18571,226,2026-01-04 15:00:00,59,Female,East,Beauty,5,257.41,1287.0500000000002,At-Risk Customers
48044,205,2026-01-04 16:00:00,47,Male,East,Clothing,1,386.69,386.69,Loyal High-Spenders
61214,191,2026-01-04 17:00:00,33,Male,South,Clothing,3,40.35,121.05000000000001,At-Risk Customers
71228,130,2026-01-04 18:00:00,29,Male,East,Clothing,2,292.64,585.28,Loyal High-Spenders
58984,221,2026-01-04 19:00:00,34,Male,South,Electronics,3,68.41,205.23,Loyal High-Spenders
50774,236,2026-01-04 20:00:00,33,Male,West,Clothing,5,27.87,139.35,Casual Buyers
12568,150,2026-01-04 21:00:00,29,Male,West,Beauty,4,35.84,143.36,Loyal High-Spenders
72592,128,2026-01-04 22:00:00,25,Male,West,Beauty,2,418.74,837.48,Casual Buyers
77563,139,2026-01-04 23:00:00,37,Non-binary,East,Beauty,1,67.81,67.81,Casual Buyers
12695,140,2026-01-05 00:00:00,20,Male,North,Clothing,2,32.12,64.24,Loyal High-Spenders
58190,110,2026-01-05 01:00:00,33,Female,North,Home,1,224.57,224.57,Casual Buyers
15258,100,2026-01-05 02:00:00,47,Male,East,Home,2,423.56,847.12,Casual Buyers
97538,145,2026-01-05 03:00:00,62,Female,North,Beauty,1,138.58,138.58,Casual Buyers
49504,200,2026-01-05 04:00:00,40,Male,South,Electronics,1,216.64,216.64,At-Risk Customers
43159,248,2026-01-05 05:00:00,45,Male,North,Home,2,29.56,59.12,Loyal High-Spenders
23986,189,2026-01-05 06:00:00,68,Female,East,Clothing,2,230.05,460.1,Loyal High-Spenders
71858,209,2026-01-05 07:00:00,57,Male,East,Home,1,293.03,293.03,Loyal High-Spenders
22666,156,2026-01-05 08:00:00,22,Male,South,Beauty,5,289.74,1448.7,Loyal High-Spenders
48660,100,2026-01-05 09:00:00,37,Male,West,Electronics,2,172.89,345.78,Casual Buyers
13561,162,2026-01-05 10:00:00,57,Male,East,Home,3,164.61,493.83000000000004,Casual Buyers
36854,154,2026-01-05 11:00:00,61,Male,South,Home,4,62.25,249.0,Loyal High-Spenders
74505,214,2026-01-05 12:00:00,18,Male,North,Beauty,1,189.73,189.73,Loyal High-Spenders
62251,242,2026-01-05 13:00:00,47,Female,North,Electronics,1,58.75,58.75,Casual Buyers
32662,248,2026-01-05 14:00:00,38,Female,South,Electronics,4,385.63,1542.52,Loyal High-Spenders
18392,152,2026-01-05 15:00:00,37,Female,South,Beauty,5,483.47,2417.3500000000004,Loyal High-Spenders
40535,236,2026-01-05 16:00:00,23,Male,East,Clothing,4,485.34,1941.36,Casual Buyers
88603,156,2026-01-05 17:00:00,39,Female,North,Home,2,433.88,867.76,Loyal High-Spenders
62256,216,2026-01-05 18:00:00,35,Male,South,Clothing,4,304.39,1217.56,Loyal High-Spenders
99135,134,2026-01-05 19:00:00,25,Male,North,Home,1,353.42,353.42,Loyal High-Spenders
45222,162,2026-01-05 20:00:00,56,Female,South,Home,4,149.75,599.0,Casual Buyers
87373,124,2026-01-05 21:00:00,49,Male,North,Clothing,3,319.08,957.24,Casual Buyers
89575,189,2026-01-05 22:00:00,50,Male,West,Beauty,2,233.27,466.54,Loyal High-Spenders
94651,174,2026-01-05 23:00:00,33,Female,East,Beauty,4,246.19,984.76,Loyal High-Spenders
73335,137,2026-01-06 00:00:00,29,Female,North,Home,1,381.31,381.31,Loyal High-Spenders
20965,229,2026-01-06 01:00:00,55,Female,West,Beauty,2,148.14,296.28,Loyal High-Spenders
34538,234,2026-01-06 02:00:00,69,Female,North,Home,1,165.84,165.84,At-Risk Customers
80592,190,2026-01-06 03:00:00,51,Non-binary,North,Beauty,5,463.07,2315.35,Loyal High-Spenders
18110,116,2026-01-06 04:00:00,31,Male,West,Home,3,37.55,112.64999999999999,At-Risk Customers
89309,227,2026-01-06 05:00:00,53,Male,North,Beauty,5,247.96,1239.8,Loyal High-Spenders
37266,207,2026-01-06 06:00:00,50,Male,North,Electronics,3,457.27,1371.81,Casual Buyers
62992,124,2026-01-06 07:00:00,40,Male,East,Clothing,4,309.08,1236.32,Casual Buyers
92948,187,2026-01-06 08:00:00,67,Male,West,Electronics,2,277.74,555.48,Casual Buyers
16910,128,2026-01-06 09:00:00,62,Female,West,Clothing,4,132.37,529.48,Casual Buyers
10206,162,2026-01-06 10:00:00,19,Female,South,Clothing,3,178.2,534.5999999999999,Casual Buyers
97054,249,2026-01-06 11:00:00,58,Female,North,Home,3,427.5,1282.5,Casual Buyers
97897,213,2026-01-06 12:00:00,38,Male,East,Clothing,3,284.02,852.06,Loyal High-Spenders
33419,148,2026-01-06 13:00:00,19,Female,North,Electronics,1,262.22,262.22,Casual Buyers
60636,180,2026-01-06 14:00:00,44,Female,North,Electronics,2,58.79,117.58,At-Risk Customers
60015,183,2026-01-06 15:00:00,26,Female,South,Beauty,4,17.85,71.4,Casual Buyers
64268,204,2026-01-06 16:00:00,18,Male,North,Electronics,4,482.21,1928.84,Loyal High-Spenders
97939,247,2026-01-06 17:00:00,28,Female,East,Beauty,5,194.72,973.6,Loyal High-Spenders
28141,217,2026-01-06 18:00:00,20,Male,East,Clothing,3,305.57,916.71,Casual Buyers
90356,185,2026-01-06 19:00:00,69,Male,South,Electronics,3,49.06,147.18,Loyal High-Spenders
81910,162,2026-01-06 20:00:00,40,Male,North,Clothing,3,344.73,1034.19,Casual Buyers
66044,203,2026-01-06 21:00:00,43,Female,East,Electronics,4,466.96,1867.84,Casual Buyers
77214,148,2026-01-06 22:00:00,21,Female,North,Electronics,5,292.08,1460.3999999999999,Casual Buyers
43827,170,2026-01-06 23:00:00,35,Male,North,Beauty,1,71.8,71.8,Loyal High-Spenders
65820,100,2026-01-07 00:00:00,23,Male,North,Clothing,2,295.04,590.08,Casual Buyers
72623,240,2026-01-07 01:00:00,52,Male,South,Electronics,1,385.51,385.51,Casual Buyers
91734,222,2026-01-07 02:00:00,39,Male,North,Home,4,209.14,836.56,Casual Buyers
85450,161,2026-01-07 03:00:00,60,Male,East,Clothing,3,441.12,1323.3600000000001,Casual Buyers
32299,131,2026-01-07 04:00:00,32,Male,North,Clothing,2,327.85,655.7,Casual Buyers
53585,128,2026-01-07 05:00:00,39,Female,East,Clothing,4,450.63,1802.52,Casual Buyers
74044,148,2026-01-07 06:00:00,54,Male,North,Beauty,4,315.52,1262.08,Casual Buyers
52557,129,2026-01-07 07:00:00,69,Male,East,Home,4,74.33,297.32,At-Risk Customers
59080,243,2026-01-07 08:00:00,59,Male,East,Clothing,2,161.75,323.5,Loyal High-Spenders
12693,118,2026-01-07 09:00:00,29,Female,North,Electronics,2,108.88,217.76,Loyal High-Spenders
79163,117,2026-01-07 10:00:00,64,Female,North,Electronics,5,455.32,2276.6,Loyal High-Spenders
35939,100,2026-01-07 11:00:00,66,Female,East,Beauty,5,382.6,1913.0,Casual Buyers
58925,177,2026-01-07 12:00:00,59,Male,West,Electronics,1,341.44,341.44,Loyal High-Spenders
52941,214,2026-01-07 13:00:00,55,Female,South,Clothing,2,157.47,314.94,Loyal High-Spenders
31834,212,2026-01-07 14:00:00,35,Male,West,Electronics,2,100.18,200.36,Loyal High-Spenders
28047,213,2026-01-07 15:00:00,62,Female,West,Clothing,2,380.66,761.32,Loyal High-Spenders
36105,162,2026-01-07 16:00:00,52,Female,North,Electronics,5,242.34,1211.7,Casual Buyers
85766,231,2026-01-07 17:00:00,47,Female,South,Home,4,120.64,482.56,Loyal High-Spenders
25707,228,2026-01-07 18:00:00,41,Female,West,Beauty,3,312.14,936.42,Loyal High-Spenders
31976,107,2026-01-07 19:00:00,59,Female,North,Beauty,5,29.76,148.8,Casual Buyers
54262,154,2026-01-07 20:00:00,47,Male,West,Home,2,169.82,339.64,Loyal High-Spenders
33776,202,2026-01-07 21:00:00,31,Female,West,Home,5,239.59,1197.95,Casual Buyers
40080,230,2026-01-07 22:00:00,23,Male,North,Beauty,1,82.5,82.5,Loyal High-Spenders
76842,131,2026-01-07 23:00:00,20,Female,North,Home,2,492.48,984.96,Casual Buyers
71373,109,2026-01-08 00:00:00,33,Male,North,Clothing,1,112.46,112.46,Loyal High-Spenders
16776,209,2026-01-08 01:00:00,24,Male,South,Electronics,2,73.87,147.74,Loyal High-Spenders
65016,223,2026-01-08 02:00:00,69,Male,West,Beauty,5,109.73,548.65,Loyal High-Spenders
19474,186,2026-01-08 03:00:00,31,Male,North,Home,4,386.84,1547.36,Loyal High-Spenders
68053,154,2026-01-08 04:00:00,26,Female,East,Clothing,3,218.5,655.5,Loyal High-Spenders
31959,131,2026-01-08 05:00:00,32,Female,West,Beauty,1,287.05,287.05,Casual Buyers
15530,234,2026-01-08 06:00:00,38,Male,East,Home,5,20.29,101.44999999999999,At-Risk Customers
13748,192,2026-01-08 07:00:00,52,Male,South,Beauty,4,26.87,107.48,Casual Buyers
23545,107,2026-01-08 08:00:00,19,Female,North,Home,5,228.45,1142.25,Casual Buyers
76199,164,2026-01-08 09:00:00,44,Male,East,Beauty,1,410.16,410.16,Loyal High-Spenders
44766,156,2026-01-08 10:00:00,19,Female,South,Clothing,3,443.77,1331.31,Loyal High-Spenders
83530,166,2026-01-08 11:00:00,52,Female,North,Clothing,5,52.49,262.45,At-Risk Customers
71087,171,2026-01-08 12:00:00,35,Female,East,Electronics,2,273.8,547.6,Casual Buyers
78840,153,2026-01-08 13:00:00,31,Female,East,Beauty,4,457.48,1829.92,Loyal High-Spenders
64384,166,2026-01-08 14:00:00,37,Male,South,Electronics,5,200.11,1000.5500000000001,At-Risk Customers
61005,150,2026-01-08 15:00:00,35,Female,North,Beauty,4,416.49,1665.96,Loyal High-Spenders
56576,196,2026-01-08 16:00:00,27,Male,North,Home,2,75.51,151.02,Loyal High-Spenders
49353,191,2026-01-08 17:00:00,42,Male,East,Home,3,468.34,1405.02,At-Risk Customers
72003,107,2026-01-08 18:00:00,19,Female,East,Electronics,3,378.2,1134.6,Casual Buyers
93211,134,2026-01-08 19:00:00,42,Male,East,Beauty,2,471.25,942.5,Loyal High-Spenders
62733,195,2026-01-08 20:00:00,50,Female,North,Electronics,4,341.54,1366.16,Loyal High-Spenders
75318,187,2026-01-08 21:00:00,53,Female,South,Clothing,5,188.07,940.3499999999999,Casual Buyers
99474,177,2026-01-08 22:00:00,48,Female,South,Electronics,2,469.71,939.42,Loyal High-Spenders
33664,131,2026-01-08 23:00:00,31,Female,North,Electronics,1,145.03,145.03,Casual Buyers
77172,219,2026-01-09 00:00:00,18,Male,West,Home,4,172.76,691.04,Casual Buyers
95616,145,2026-01-09 01:00:00,63,Male,South,Electronics,3,353.4,1060.1999999999998,Casual Buyers
36736,243,2026-01-09 02:00:00,33,Female,East,Beauty,2,385.0,770.0,Loyal High-Spenders
10854,241,2026-01-09 03:00:00,63,Male,West,Home,3,465.41,1396.23,Loyal High-Spenders
48623,154,2026-01-09 04:00:00,69,Female,West,Electronics,4,110.35,441.4,Loyal High-Spenders
17392,106,2026-01-09 05:00:00,20,Female,South,Clothing,3,401.02,1203.06,Casual Buyers
65680,173,2026-01-09 06:00:00,52,Female,West,Electronics,2,371.89,743.78,Casual Buyers
56717,106,2026-01-09 07:00:00,58,Male,West,Electronics,4,41.26,165.04,Casual Buyers
97092,184,2026-01-09 08:00:00,23,Male,South,Electronics,1,199.74,199.74,Loyal High-Spenders
60859,246,2026-01-09 09:00:00,42,Male,South,Home,2,148.56,297.12,Casual Buyers
36309,211,2026-01-09 10:00:00,30,Male,West,Beauty,5,159.2,796.0,At-Risk Customers
97455,224,2026-01-09 11:00:00,51,Female,East,Clothing,2,491.64,983.28,Casual Buyers
73734,246,2026-01-09 12:00:00,25,Male,North,Electronics,4,324.96,1299.84,Casual Buyers
80467,135,2026-01-09 13:00:00,38,Male,West,Beauty,2,361.66,723.32,Loyal High-Spenders
62662,128,2026-01-09 14:00:00,51,Male,West,Beauty,1,488.54,488.54,Casual Buyers
22688,181,2026-01-09 15:00:00,21,Female,East,Home,1,194.83,194.83,Loyal High-Spenders
35342,101,2026-01-09 16:00:00,42,Female,West,Clothing,5,402.9,2014.5,Loyal High-Spenders
47157,228,2026-01-09 17:00:00,32,Male,West,Home,3,222.92,668.76,Loyal High-Spenders
77863,146,2026-01-09 18:00:00,21,Male,North,Beauty,4,436.07,1744.28,Casual Buyers
62083,247,2026-01-09 19:00:00,62,Male,North,Beauty,4,98.52,394.08,Loyal High-Spenders
75733,110,2026-01-09 20:00:00,29,Male,North,Beauty,3,474.37,1423.1100000000001,Casual Buyers
99045,229,2026-01-09 21:00:00,49,Female,South,Home,1,117.2,117.2,Loyal High-Spenders
44698,218,2026-01-09 22:00:00,49,Female,South,Clothing,1,169.85,169.85,Casual Buyers
90623,239,2026-01-09 23:00:00,45,Male,North,Electronics,2,380.53,761.06,At-Risk Customers
32671,119,2026-01-10 00:00:00,30,Male,North,Home,5,202.94,1014.7,Loyal High-Spenders
35184,104,2026-01-10 01:00:00,48,Non-binary,South,Beauty,5,308.02,1540.1,Casual Buyers
52107,136,2026-01-10 02:00:00,31,Male,East,Home,5,227.84,1139.2,Casual Buyers
96202,236,2026-01-10 03:00:00,37,Female,West,Beauty,2,373.76,747.52,Casual Buyers
61663,152,2026-01-10 04:00:00,35,Male,West,Electronics,5,121.88,609.4,Loyal High-Spenders
25708,198,2026-01-10 05:00:00,46,Female,North,Electronics,3,38.64,115.92,Loyal High-Spenders
59811,185,2026-01-10 06:00:00,23,Male,East,Clothing,2,156.97,313.94,Loyal High-Spenders
12811,207,2026-01-10 07:00:00,49,Female,South,Beauty,3,242.41,727.23,Casual Buyers
66250,123,2026-01-10 08:00:00,46,Non-binary,North,Clothing,2,92.33,184.66,At-Risk Customers
82082,180,2026-01-10 09:00:00,60,Male,East,Clothing,5,183.85,919.25,At-Risk Customers
44754,219,2026-01-10 10:00:00,19,Male,East,Electronics,3,205.99,617.97,Casual Buyers
21411,158,2026-01-10 11:00:00,40,Male,East,Home,3,38.12,114.35999999999999,Loyal High-Spenders
12911,227,2026-01-10 12:00:00,36,Male,South,Home,3,295.82,887.46,Loyal High-Spenders
77270,213,2026-01-10 13:00:00,48,Male,South,Clothing,2,443.33,886.66,Loyal High-Spenders
93763,214,2026-01-10 14:00:00,68,Male,West,Electronics,4,84.35,337.4,Loyal High-Spenders
18680,113,2026-01-10 15:00:00,22,Female,West,Beauty,5,302.93,1514.65,Casual Buyers
94896,108,2026-01-10 16:00:00,36,Male,East,Home,3,335.72,1007.1600000000001,Loyal High-Spenders
93879,139,2026-01-10 17:00:00,51,Male,East,Clothing,4,215.47,861.88,Casual Buyers
81295,124,2026-01-10 18:00:00,27,Female,South,Home,5,353.54,1767.7,Casual Buyers
98614,202,2026-01-10 19:00:00,42,Male,West,Home,5,211.26,1056.3,Casual Buyers
21111,121,2026-01-10 20:00:00,19,Female,East,Beauty,3,257.27,771.81,At-Risk Customers
47504,103,2026-01-10 21:00:00,28,Male,West,Electronics,3,13.6,40.8,At-Risk Customers
11802,128,2026-01-10 22:00:00,67,Female,West,Beauty,2,348.94,697.88,Casual Buyers
18155,208,2026-01-10 23:00:00,48,Female,East,Electronics,4,334.06,1336.24,Loyal High-Spenders
83656,197,2026-01-11 00:00:00,32,Female,South,Home,4,28.82,115.28,Casual Buyers
49384,136,2026-01-11 01:00:00,26,Non-binary,East,Clothing,3,190.44,571.3199999999999,Casual Buyers
57254,174,2026-01-11 02:00:00,40,Male,East,Beauty,5,489.73,2448.65,Loyal High-Spenders
31918,169,2026-01-11 03:00:00,36,Non-binary,West,Electronics,3,216.16,648.48,Loyal High-Spenders
95981,245,2026-01-11 04:00:00,26,Male,East,Home,5,255.95,1279.75,Casual Buyers
70713,227,2026-01-11 05:00:00,52,Male,South,Electronics,5,455.87,2279.35,Loyal High-Spenders
40306,184,2026-01-11 06:00:00,38,Male,East,Electronics,3,361.46,1084.3799999999999,Loyal High-Spenders
26646,141,2026-01-11 07:00:00,26,Female,South,Electronics,1,295.21,295.21,Loyal High-Spenders
56843,199,2026-01-11 08:00:00,45,Male,South,Home,4,400.92,1603.68,Loyal High-Spenders
26371,140,2026-01-11 09:00:00,63,Female,West,Clothing,5,433.54,2167.7000000000003,Loyal High-Spenders
87371,133,2026-01-11 10:00:00,68,Female,North,Clothing,5,233.88,1169.4,Loyal High-Spenders
12049,116,2026-01-11 11:00:00,24,Female,North,Clothing,1,242.8,242.8,At-Risk Customers
41616,221,2026-01-11 12:00:00,33,Female,West,Electronics,2,199.16,398.32,Loyal High-Spenders
30932,175,2026-01-11 13:00:00,33,Male,East,Home,1,483.69,483.69,Loyal High-Spenders
39855,186,2026-01-11 14:00:00,50,Male,West,Electronics,1,351.61,351.61,Loyal High-Spenders
71434,216,2026-01-11 15:00:00,21,Male,South,Clothing,5,50.78,253.9,Loyal High-Spenders
82694,205,2026-01-11 16:00:00,21,Male,North,Clothing,4,432.85,1731.4,Loyal High-Spenders
53016,185,2026-01-11 17:00:00,56,Male,West,Home,1,245.47,245.47,Loyal High-Spenders
17400,126,2026-01-11 18:00:00,57,Male,East,Electronics,2,43.69,87.38,Loyal High-Spenders
52642,156,2026-01-11 19:00:00,34,Male,West,Beauty,3,279.36,838.08,Loyal High-Spenders
25151,130,2026-01-11 20:00:00,54,Non-binary,North,Beauty,1,214.41,214.41,Loyal High-Spenders
61407,233,2026-01-11 21:00:00,56,Female,West,Clothing,1,440.1,440.1,Loyal High-Spenders
76690,197,2026-01-11 22:00:00,69,Male,West,Home,2,109.96,219.92,Casual Buyers
14499,111,2026-01-11 23:00:00,46,Female,North,Electronics,4,414.97,1659.88,Casual Buyers
16295,152,2026-01-12 00:00:00,69,Male,South,Electronics,1,283.27,283.27,Loyal High-Spenders
69040,237,2026-01-12 01:00:00,53,Male,South,Clothing,1,36.76,36.76,At-Risk Customers
22183,244,2026-01-12 02:00:00,55,Female,North,Clothing,4,486.2,1944.8,Casual Buyers
39299,221,2026-01-12 03:00:00,56,Female,West,Electronics,2,261.18,522.36,Loyal High-Spenders
22874,145,2026-01-12 04:00:00,67,Male,North,Electronics,1,152.53,152.53,Casual Buyers
42711,163,2026-01-12 05:00:00,54,Non-binary,South,Clothing,4,240.01,960.04,Loyal High-Spenders
15539,229,2026-01-12 06:00:00,69,Female,East,Electronics,1,430.35,430.35,Loyal High-Spenders
63351,153,2026-01-12 07:00:00,52,Female,West,Beauty,3,159.4,478.20000000000005,Loyal High-Spenders
71267,206,2026-01-12 08:00:00,24,Female,South,Clothing,5,104.41,522.05,Loyal High-Spenders
58354,150,2026-01-12 09:00:00,44,Female,West,Electronics,3,73.24,219.71999999999997,Loyal High-Spenders
12557,135,2026-01-12 10:00:00,45,Male,North,Clothing,1,155.95,155.95,Loyal High-Spenders
48360,214,2026-01-12 11:00:00,39,Male,East,Home,2,392.22,784.44,Loyal High-Spenders
92018,125,2026-01-12 12:00:00,31,Male,North,Clothing,5,241.1,1205.5,Casual Buyers
